Word,Frequency
deadly,2
debunked,2
debunks,2
dec,2
december,2
decisive,2
decline,2
decried,2
decry,2
deeply,2
defeat,2
defended,2
delay,2
demanding,2
democracies,2
demonstrations,2
denials,2
denies,2
dent,2
depends,2
depicting,2
desert,2
destroy,2
details,2
development,2
difference,2
difficult,2
difficulty,2
dig,2
digital,2
direct,2
dirty,2
disappointed,2
discrimination,2
discusses,2
disdain,2
disease,2
dish,2
dismiss,2
dismisses,2
diverse,2
divides,2
dividing,2
doc,2
doctor,2
doctors,2
documentaries,2
dollar,2
dominated,2
downfall,2
downs,2
dozens,2
dr,2
draft,2
drag,2
dramas,2
drawn,2
dreamers,2
drift,2
driving,2
drops,2
drunk,2
dumb,2
dumbest,2
dwayne,2
earth,2
east,2
eggs,2
egil,2
ego,2
el,2
electoral,2
elfin,2
ellroy,2
elvis,2
emboldened,2
emmanuel,2
empire,2
emptively,2
empty,2
enabler,2
encore,2
encounters,2
endless,2
enforce,2
engage,2
england,2
english,2
enters,2
epa,2
equal,2
erases,2
escalates,2
ethical,2
european,2
everywhere,2
excerpt,2
exchange,2
excuses,2
existing,2
exonerated,2
exoneration,2
explain,2
explosive,2
exports,2
expose,2
expresses,2
extremely,2
eye,2
eyes,2
failing,2
fails,2
falls,2
famed,2
fan,2
farewell,2
fast,2
fastest,2
fathers,2
favorites,2
fearless,2
fec,2
feedback,2
fell,2
felled,2
female,2
fewer,2
fictional,2
fifth,2
fifty,2
fights,2
figures,2
filed,2
filings,2
filming,2
findings,2
fiona,2
fish,2
fits,2
fixer,2
fixing,2
flake,2
fly,2
follows,2
fools,2
football,2
forced,2
forcing,2
forever,2
formal,2
formula,2
forward,2
foster,2
foul,2
founder,2
founding,2
framed,2
framers,2
francis,2
frederick,2
frenzy,2
freshman,2
friendly,2
friendship,2
friendships,2
frightening,2
frustrated,2
fuels,2
fun,2
fundamental,2
funded,2
funds,2
funeral,2
fuse,2
gambit,2
gandhi,2
garden,2
gardens,2
garry,2
generational,2
generations,2
georgian,2
gift,2
gillespie,2
gillian,2
girl,2
given,2
gm,2
gold,2
grab,2
grail,2
grammy,2
grapples,2
grassley,2
gravity,2
graydon,2
greek,2
grenade,2
grip,2
grossman,2
group,2
groups,2
grows,2
growth,2
gubernatorial,2
gulf,2
guthrie,2
habits,2
haiti,2
haley,2
halloween,2
handles,2
hands,2
hardly,2
hardware,2
harrowing,2
hates,2
haul,2
having,2
headline,2
healthy,2
hearst,2
heiress,2
heloise,2
helsinki,2
herblock,2
herd,2
heroes,2
hey,2
hide,2
highlight,2
hilarious,2
hinge,2
hired,2
hires,2
hirscher,2
historian,2
hits,2
hoffman,2
hole,2
holiday,2
holidays,2
hollow,2
holy,2
honesty,2
horror,2
host,2
hostile,2
hosts,2
hotlist,2
hulu,2
humiliated,2
husband,2
hybrid,2
hyde,2
ideal,2
identity,2
ignoring,2
illustrator,2
images,2
imagine,2
imminent,2
immune,2
impact,2
imperial,2
importance,2
inaugural,2
inauguration,2
include,2
incoming,2
incompetent,2
indian,2
indiana,2
indonesia,2
inept,2
injustice,2
inner,2
insider,2
insults,2
interest,2
internal,2
international,2
internet,2
intervene,2
interviews,2
introducing,2
investment,2
involved,2
involving,2
irishman,2
islands,2
jack,2
jacket,2
jailed,2
jailing,2
jammeh,2
japan,2
japanese,2
jared,2
jason,2
jazz,2
jean,2
jeopardy,2
jerome,2
jessica,2
jews,2
joint,2
jon,2
jonathan,2
journal,2
julian,2
junta,2
justin,2
kaepernick,2
kane,2
kansas,2
kardashian,2
kent,2
kept,2
khashoggi,2
kick,2
kill,2
kim,2
kingbird,2
kirk,2
kitchen,2
kitesurfing,2
klobuchar,2
knocking,2
koreans,2
krogh,2
kurt,2
kushner,2
label,2
lack,2
laden,2
ladies,2
laid,2
laird,2
lamar,2
lambs,2
largest,2
larry,2
lasting,2
launches,2
lavrov,2
lazy,2
leaked,2
leary,2
lecture,2
lee,2
leftward,2
legislative,2
legitimacy,2
lens,2
lenzner,2
leonard,2
lewis,2
libya,2
lieberman,2
lied,2
limit,2
lines,2
linger,2
linked,2
lists,2
litigator,2
lived,2
lively,2
living,2
lloyd,2
logic,2
lois,2
lone,2
looked,2
looming,2
looms,2
loses,2
loyal,2
luck,2
luedtke,2
lurch,2
macron,2
mafia,2
makeup,2
maps,2
marathon,2
marcel,2
marilyn,2
mars,2
marsh,2
marty,2
mary,2
mattis,2
mayor,2
mcbride,2
mccabe,2
meddling,2
medical,2
mel,2
melissa,2
melvin,2
meme,2
memoir,2
memoirs,2
memory,2
memos,2
mental,2
mentioned,2
messaging,2
met,2
mexican,2
michigan,2
mickey,2
migrant,2
miller,2
mindhunter,2
minimize,2
misdeeds,2
misleads,2
misunderstood,2
mitchell,2
model,2
moise,2
mold,2
monarchy,2
montgomery,2
moral,2
morality,2
mostly,2
mountains,2
moved,2
mrs,2
mulvaney,2
munich,2
murphy,2
music,2
myself,2
mysteries,2
mysterious,2
myth,2
nabobs,2
nail,2
named,2
naming,2
narrative,2
narrow,2
native,2
nattering,2
ncaa,2
near,2
needed,2
neighborhood,2
neoconservative,2
networks,2
nevada,2
newly,2
newspaper,2
newspaperman,2
newsroom,2
newt,2
nick,2
nickname,2
nikki,2
noble,2
noir,2
none,2
nope,2
norm,2
norman,2
norms,2
norton,2
note,2
noteworthy,2
novels,2
obsession,2
offered,2
officer,2
oh,2
ongoing,2
optimism,2
ordered,2
ordering,2
orleans,2
oswald,2
otto,2
ourselves,2
outbreak,2
outburst,2
outdoor,2
outlander,2
outlandish,2
outsiders,2
overhaul,2
overreach,2
packed,2
pacs,2
paid,2
pain,2
palmyra,2
panama,2
papadopoulos,2
paranoid,2
pardoning,2
parents,2
partisans,2
partners,2
pass,2
passes,2
passing,2
pastor,2
patients,2
pattern,2
paved,2
perry,2
personnel,2
phones,2
photojournalist,2
pinocchios,2
pinot,2
pipe,2
pitch,2
pittsburgh,2
places,2
plato,2
playing,2
plead,2
poetry,2
pol,2
polarization,2
pole,2
policies,2
politicize,2
polling,2
pols,2
poor,2
pope,2
popular,2
porn,2
portrait,2
portrays,2
potatoes,2
potent,2
potus,2
pow,2
powell,2
powerhouse,2
practice,2
praises,2
prankster,2
precedents,2
preet,2
preliminary,2
premiere,2
princess,2
principles,2
priority,2
prisons,2
probes,2
profile,2
profit,2
program,2
progress,2
progressives,2
promised,2
prompts,2
proposal,2
proposed,2
prosecuted,2
prosecution,2
provides,2
provocateur,2
pruitt,2
publicly,2
publisher,2
puerto,2
pull,2
pulled,2
pundits,2
pursue,2
puzder,2
quest,2
quietly,2
quotation,2
quotes,2
raid,2
raided,2
rails,2
railsback,2
raising,2
ranking,2
rape,2
rare,2
raymond,2
rbg,2
reaching,2
reacting,2
reacts,2
reboot,2
rebuttal,2
recalls,2
receipts,2
receives,2
recep,2
reckless,2
recording,2
recordings,2
recounts,2
recovered,2
recusal,2
recuse,2
redacted,2
redactions,2
redford,2
rediscovering,2
reef,2
referendum,2
reign,2
reinstatement,2
reinventing,2
related,2
relief,2
religious,2
remaking,2
remarks,2
removed,2
removes,2
ren,2
renewed,2
representatives,2
reputation,2
require,2
requiring,2
research,2
reserve,2
resignations,2
resisted,2
resists,2
resolutions,2
respond,2
rest,2
resume,2
rethink,2
retirement,2
revelation,2
revenge,2
reviewing,2
reviews,2
revives,2
revolution,2
rfk,2
rice,2
richest,2
rick,2
rico,2
rid,2
riots,2
roasted,2
robust,2
rocky,2
rod,2
roles,2
rolling,2
romance,2
romanian,2
rooftop,2
rooney,2
roosevelt,2
rooting,2
roth,2
round,2
roundup,2
rushing,2
russell,2
russiagate,2
sabotage,2
sad,2
safety,2
sakhalin,2
salad,2
salmon,2
salt,2
sam,2
sane,2
sarbanes,2
saudi,2
saving,2
savvy,2
scathing,2
schedule,2
scholar,2
scoop,2
scowcroft,2
scramble,2
screenwriter,2
sea,2
seafood,2
searing,2
sears,2
seem,2
sentence,2
sentenced,2
sequel,2
serial,2
served,2
serves,2
settlement,2
sexism,2
sexting,2
sexual,2
shadows,2
shaking,2
shaming,2
shaping,2
shared,2
sharply,2
sheet,2
shepard,2
shield,2
shining,2
ship,2
shirley,2
shoes,2
shook,2
shore,2
shots,2
showcase,2
showcased,2
showcases,2
showing,2
shy,2
siege,2
sight,2
sights,2
silent,2
silver,2
similar,2
sin,2
single,2
sink,2
sinking,2
situation,2
skeptic,2
skeptical,2
skepticism,2
skiers,2
slew,2
sloane,2
slowly,2
slump,2
snowden,2
socal,2
solution,2
sometimes,2
songs,2
sordid,2
sorry,2
sought,2
soulful,2
sour,2
spacey,2
spaghetti,2
speechwriter,2
spending,2
spies,2
spoofing,2
sporkin,2
spotlights,2
spread,2
spree,2
spring,2
staffer,2
stalled,2
stance,2
standards,2
standoff,2
stanton,2
starting,2
starts,2
statements,2
stayed,2
stealth,2
stellar,2
stimulus,2
sting,2
stir,2
streets,2
strike,2
struggles,2
studio,2
stuffed,2
stunt,2
subpoenaed,2
suffers,2
suicide,2
suit,2
summary,2
superhero,2
supermarket,2
supplies,2
surprise,2
surprisingly,2
surviving,2
suspect,2
sweeping,2
sworn,2
sylvia,2
table,2
tackle,2
taken,2
tampering,2
tank,2
tape,2
tapped,2
tapper,2
tapping,2
taps,2
targeted,2
task,2
taste,2
tasted,2
taught,2
taylor,2
tayyip,2
tea,2
tech,2
teddy,2
teeing,2
teen,2
televised,2
temporary,2
tennessee,2
terrorist,2
terry,2
thai,2
theft,2
themed,2
theorist,2
theorists,2
therapy,2
threatening,2
threatens,2
thrillers,2
thrive,2
tight,2
timeline,2
tin,2
tiny,2
tireless,2
tj,2
together,2
tonight,2
torn,2
toss,2
traces,2
treasury,2
trials,2
tribune,2
tribute,2
tricky,2
trouble,2
troubled,2
truck,2
truly,2
trumpcare,2
trumpers,2
trusted,2
truths,2
tuck,2
tumult,2
tumultuous,2
tune,2
turbulent,2
twin,2
ugly,2
ukrainian,2
unconstitutional,2
undecided,2
undercut,2
underdog,2
undermine,2
underscore,2
underscores,2
unexpected,2
unfolding,2
unforgettable,2
unhappy,2
uninformed,2
unite,2
unity,2
universiade,2
unleash,2
unparalleled,2
unpopular,2
unpredictable,2
unraveling,2
untrue,2
upend,2
upset,2
upside,2
urged,2
urgent,2
usually,2
utah,2
utopia,2
va,2
valadao,2
van,2
vanishing,2
vanity,2
vault,2
vegetable,2
verdict,2
versus,2
veterans,2
vice,2
victories,2
villa,2
viral,2
virtual,2
visa,2
vivid,2
voices,2
von,2
voted,2
vulnerable,2
waivers,2
wake,2
walls,2
warmbier,2
warnings,2
warranted,2
warrior,2
waste,2
watched,2
waters,2
weakened,2
weapon,2
weary,2
website,2
wedding,2
weigh,2
weiner,2
werewolf,2
wetlands,2
whatever,2
whiskey,2
whisperer,2
whistleblower,2
whole,2
whoppers,2
wide,2
widening,2
widespread,2
wikileaks,2
willow,2
wind,2
winner,2
winners,2
wisdom,2
wish,2
wolff,2
wolves,2
wonderful,2
woodruff,2
woods,2
workers,2
worried,2
worthy,2
writers,2
wrote,2
yahya,2
yesterday,2
yours,2
yourself,2
youth,2
yovanovitch,2
zirinsky,2
zone,2
zoo,2
aaron,1
abandon,1
abandons,1
abc,1
abcarian,1
abedin,1
abel,1
abhors,1
abject,1
abramson,1
abridged,1
abruptly,1
absence,1
absent,1
absolutely,1
absolution,1
abu,1
abuzz,1
abzug,1
academic,1
academics,1
academy,1
accelerator,1
accents,1
accept,1
accidental,1
accidentally,1
accidents,1
accomplice,1
accomplish,1
accomplished,1
according,1
accords,1
accosting,1
accountability,1
accountants,1
accounting,1
accusation,1
accuser,1
accusing,1
achieve,1
achievement,1
acosta,1
acquittals,1
acted,1
active,1
activism,1
activities,1
actor,1
adapting,1
add,1
addiction,1
additional,1
addressed,1
adjourns,1
adjust,1
adler,1
admission,1
admissions,1
admit,1
admitting,1
ado,1
adoptions,1
adopts,1
adorable,1
adore,1
advanced,1
adventure,1
adventurer,1
adventures,1
adversary,1
advertisement,1
advisories,1
advocates,1
aei,1
affecting,1
affiliated,1
affirmative,1
affordable,1
afloat,1
aftermath,1
ag,1
ages,1
aggressive,1
aging,1
agony,1
agreed,1
agriculture,1
agua,1
ahmed,1
ai,1
aided,1
ailing,1
aiming,1
aims,1
airplane,1
airstrikes,1
alastair,1
albee,1
alberto,1
alexandria,1
alien,1
aliens,1
aliexpress,1
allegiance,1
alleging,1
alliances,1
alligator,1
alligators,1
allowed,1
allowing,1
allows,1
allure,1
almaty,1
alright,1
alum,1
amanda,1
amash,1
amazingly,1
ambitions,1
ambos,1
americanese,1
ammunition,1
amount,1
amphetamines,1
analyzing,1
anatomy,1
anchored,1
anchors,1
andr,1
andre,1
andreas,1
andrzej,1
anemones,1
angel,1
angering,1
angriest,1
angsty,1
animals,1
anita,1
ankle,1
anne,1
annenberg,1
annex,1
annie,1
annoys,1
annual,1
anonymously,1
answered,1
antelope,1
anthem,1
antibiotics,1
anticipated,1
anticorruption,1
antifa,1
antipolitics,1
antiwar,1
anxieties,1
anxiety,1
anytime,1
apartheid,1
apartments,1
apocalyptic,1
apolitical,1
apollo,1
apologies,1
apologists,1
apologizes,1
apologizing,1
apostasies,1
appalled,1
apparent,1
apparently,1
appearances,1
appeasing,1
apple,1
appoint,1
appointment,1
appreciated,1
appreciation,1
approaching,1
approval,1
arabia,1
arabic,1
arabistan,1
arcade,1
archer,1
architect,1
archive,1
archivist,1
archivists,1
ardor,1
arendt,1
argentine,1
ariana,1
armageddon,1
armata,1
armenia,1
armyworm,1
arnold,1
aromatic,1
arrests,1
arthur,1
article,1
artifacts,1
artificial,1
ashbery,1
asher,1
aspiring,1
assad,1
assailed,1
assange,1
assassinations,1
assaults,1
assert,1
asserting,1
assertion,1
asset,1
assets,1
assumption,1
assure,1
assured,1
asterisk,1
astros,1
asylum,1
atrocious,1
attached,1
attacked,1
attacking,1
attempts,1
attended,1
attention,1
attractions,1
atvs,1
audiences,1
audiobooks,1
august,1
australian,1
auteur,1
authoritarians,1
authors,1
availability,1
available,1
avalanches,1
avatar,1
avenue,1
averts,1
avildsen,1
avoiding,1
awarding,1
awareness,1
awash,1
awe,1
axelrod,1
ayliffe,1
babe,1
backdrop,1
backfiring,1
background,1
backlash,1
backroom,1
bacterial,1
badly,1
baffled,1
baguettes,1
bahamas,1
bailey,1
bailout,1
bakr,1
baku,1
balance,1
balancing,1
baldwin,1
balk,1
balks,1
ballet,1
balloon,1
ballooning,1
ballots,1
balls,1
baloney,1
baltic,1
balz,1
bandit,1
bane,1
bangs,1
banking,1
bankruptcy,1
banned,1
bao,1
barbs,1
bard,1
bare,1
barely,1
barkley,1
barred,1
barrett,1
barrier,1
barriers,1
barring,1
bars,1
baseball,1
basic,1
basis,1
bath,1
bathroom,1
bats,1
battalion,1
battered,1
batteries,1
batting,1
battled,1
battleground,1
battling,1
baum,1
bayernlb,1
bayh,1
beall,1
beast,1
beaumont,1
beautiful,1
beavers,1
bebop,1
beefed,1
beekman,1
beginnings,1
begs,1
behalf,1
behaving,1
behavioral,1
behold,1
beijing,1
beirut,1
belated,1
belittle,1
bella,1
beloved,1
below,1
belt,1
beltway,1
beneath,1
benedict,1
benefits,1
benghazi,1
benjamin,1
bennet,1
bennett,1
beno,1
benson,1
bentzen,1
bercow,1
berkeley,1
berry,1
beschloss,1
bethesda,1
beto,1
bets,1
bette,1
betting,1
beyonc,1
beyonce,1
bffs,1
bgt,1
bias,1
biblical,1
bides,1
bids,1
bight,1
bigly,1
billboard,1
billions,1
bills,1
bins,1
biographer,1
bionic,1
bipartisanship,1
bir,1
birch,1
bird,1
birds,1
birth,1
birthright,1
birx,1
bison,1
bite,1
biting,1
bitten,1
blackmailed,1
blade,1
blazed,1
blazing,1
blend,1
blitz,1
blocking,1
blogger,1
bloom,1
bloomingdale,1
blossoms,1
blowing,1
blowout,1
blt,1
bludgeoned,1
blunder,1
blunt,1
blurred,1
board,1
boardroom,1
boatload,1
bode,1
bodybuilders,1
bohemian,1
boil,1
bold,1
bolsonaro,1
bolster,1
bolsters,1
bombardments,1
bombs,1
bone,1
bonfire,1
bonkers,1
bonn,1
bonnie,1
booed,1
booing,1
boomer,1
boomerangs,1
booming,1
boos,1
boosts,1
bordeaux,1
borlotti,1
borrowed,1
borrowing,1
borrows,1
bosch,1
bosses,1
bounty,1
bourbon,1
bourne,1
bowden,1
bowing,1
bowling,1
box,1
boxing,1
boyd,1
boys,1
bp,1
bracelets,1
brademas,1
brags,1
brains,1
brash,1
bravery,1
brawl,1
brea,1
breached,1
bread,1
breakdown,1
breakfast,1
breaks,1
breakthrough,1
breakthroughs,1
breast,1
breezy,1
breitbart,1
breonna,1
breslin,1
brewers,1
brewing,1
brian,1
brides,1
bridgegate,1
brinkley,1
broaddrick,1
broader,1
brothers,1
brutal,1
bruyere,1
bryant,1
bucatini,1
bucket,1
buckles,1
buffalo,1
buffoons,1
bug,1
buick,1
buildings,1
bull,1
bulldog,1
bullet,1
bullhorns,1
bullies,1
bundchen,1
bundesliga,1
bundle,1
bunny,1
burden,1
bureaucracy,1
bureaucrats,1
burger,1
burgers,1
burgess,1
burlesque,1
burnett,1
burt,1
buryatia,1
bus,1
businesses,1
businessman,1
bust,1
busting,1
butter,1
buttery,1
button,1
buying,1
buys,1
buzzes,1
byrne,1
byrneôøω,1
calculus,1
californian,1
californians,1
callous,1
camelot,1
cameras,1
cameron,1
camp,1
campaigner,1
campaigners,1
campaigning,1
campaigns,1
campbell,1
campono,1
campus,1
canadians,1
candor,1
cannes,1
cannibals,1
canvas,1
capital,1
capitalizing,1
caps,1
capture,1
capturing,1
carb,1
carbon,1
cardinal,1
cardoz,1
careerism,1
carefree,1
caricature,1
caricatured,1
carlin,1
carmelita,1
carol,1
carpenters,1
carrier,1
carry,1
cars,1
carson,1
carterization,1
cartooning,1
cartoonist,1
cascade,1
cass,1
castile,1
castle,1
casts,1
casual,1
casualty,1
cataloguing,1
catastrophic,1
catchphrase,1
catchy,1
catering,1
catharsis,1
catholic,1
cats,1
caused,1
causes,1
causing,1
cautious,1
cauvin,1
cbc,1
cease,1
ceiling,1
celebrations,1
cellphone,1
cemal,1
cemetery,1
censoring,1
censure,1
centrists,1
centuries,1
certain,1
cesspool,1
cevaplamasƒ,1
chad,1
chaffetz,1
chairs,1
challenging,1
chamber,1
champions,1
championship,1
chancellor,1
chang,1
channels,1
chanson,1
chaotic,1
chapo,1
chapter,1
charlie,1
charm,1
charmer,1
charming,1
charts,1
chat,1
chats,1
chatter,1
cheated,1
checker,1
cheering,1
cheesy,1
cheeto,1
chemical,1
cheney,1
cheo,1
chernobyl,1
cherry,1
chesapeake,1
chess,1
chewy,1
chiang,1
chicagoland,1
chick,1
chickens,1
childress,1
chilean,1
chill,1
chills,1
chinatown,1
chirac,1
chocolate,1
chocolaty,1
choices,1
chooses,1
choreographer,1
chose,1
chosen,1
christie,1
christopher,1
chronicler,1
chummy,1
chung,1
churches,1
churchill,1
churn,1
cigarettes,1
cinched,1
cinema,1
cinematic,1
cipriani,1
circles,1
circuits,1
circus,1
citations,1
cited,1
civics,1
civilians,1
civilized,1
claimed,1
clambake,1
clampdown,1
clan,1
clancy,1
clarifies,1
clarify,1
clarke,1
clashed,1
clashes,1
classes,1
classmates,1
classy,1
claudio,1
clay,1
cleaners,1
cleaning,1
cleanings,1
cleanup,1
clearances,1
clearing,1
clears,1
clergywomen,1
client,1
climbing,1
clockwork,1
closed,1
closely,1
closer,1
closest,1
closing,1
closure,1
clothes,1
clouds,1
clownish,1
clues,1
clutter,1
clyde,1
clymer,1
coachella,1
coarsening,1
coates,1
coca,1
cocaine,1
coda,1
code,1
coded,1
codes,1
coffee,1
coffers,1
coincidence,1
coined,1
cola,1
cole,1
coleman,1
colicchio,1
collage,1
collapse,1
collar,1
colleague,1
collecting,1
colleges,1
collides,1
collision,1
colluded,1
color,1
colorful,1
columnists,1
combative,1
comedian,1
comedy,1
comforters,1
comity,1
comma,1
command,1
commissioned,1
commissioner,1
commissions,1
commitment,1
commitments,1
committed,1
communism,1
communist,1
commutations,1
commutes,1
commuting,1
como,1
companies,1
companion,1
comparison,1
compelling,1
compete,1
competition,1
competitive,1
complaints,1
completely,1
compliance,1
complicates,1
complicit,1
composer,1
compromised,1
computerized,1
concede,1
concept,1
concepts,1
conceptual,1
concern,1
conclude,1
concussion,1
condemning,1
condoleezza,1
condolences,1
conductor,1
coney,1
confection,1
confident,1
confidential,1
confrontation,1
confrontational,1
confrontations,1
confronted,1
confronting,1
confronts,1
congresswoman,1
connection,1
conners,1
connie,1
connoisseur,1
conservation,1
conservatism,1
consolidate,1
consolidates,1
conspirator,1
constant,1
constitute,1
constitutionality,1
constitutions,1
constraint,1
constructive,1
consultant,1
consultation,1
consumer,1
consummate,1
contained,1
container,1
contaminating,1
contemptuous,1
contend,1
contenders,1
contentious,1
contexts,1
contraband,1
contraceptive,1
contract,1
contradict,1
contradictions,1
contrasts,1
contributed,1
controlled,1
controllers,1
conventional,1
convey,1
convict,1
convicting,1
convinced,1
convulsed,1
cooking,1
cooperated,1
coordinated,1
corals,1
corker,1
corner,1
corporation,1
corporatism,1
correspondent,1
corrupting,1
corrupts,1
cosby,1
costa,1
costly,1
cotta,1
couch,1
council,1
counseled,1
counsels,1
counted,1
counterculture,1
countered,1
counterpart,1
counties,1
countries,1
countrymen,1
courtesy,1
courthouse,1
courtroom,1
cowardice,1
cowell,1
cowering,1
cozy,1
crabs,1
crackpot,1
cracks,1
cradle,1
craft,1
craig,1
crash,1
crashed,1
crave,1
craving,1
crazed,1
crazytown,1
creation,1
creativity,1
creator,1
credence,1
credentials,1
credulous,1
crews,1
cried,1
criminals,1
crippled,1
criticize,1
criticized,1
criticizing,1
cromartie,1
crooks,1
crops,1
crosses,1
crossfire,1
crowd,1
crowded,1
crowdstrike,1
crowe,1
crowley,1
crown,1
cruelest,1
cruelty,1
crumbling,1
crumbs,1
crunchy,1
crusading,1
crushing,1
crystals,1
cuba,1
cubs,1
cuisine,1
culmination,1
cumberbatch,1
cups,1
curator,1
curbed,1
curious,1
curse,1
cursing,1
curtain,1
cusack,1
cushion,1
customers,1
customs,1
cutouts,1
cutting,1
cyberattacks,1
cyberpower,1
cybersecurity,1
cyberwar,1
cynicism,1
cypriot,1
daca,1
daimler,1
dakota,1
dalai,1
dale,1
damages,1
damn,1
damning,1
damon,1
dance,1
dancing,1
dangerously,1
daniel,1
danny,1
daredevil,1
daring,1
darker,1
darrell,1
dating,1
dawn,1
dazzling,1
deadlines,1
dealer,1
deals,1
debacle,1
debated,1
debbie,1
debts,1
debunkers,1
decadence,1
decay,1
deception,1
decided,1
decidedly,1
decider,1
decides,1
decisions,1
declaraciones,1
declaration,1
declarations,1
declared,1
declares,1
declined,1
declines,1
decries,1
decriminalizing,1
deeds,1
deepen,1
deepening,1
deeper,1
defamation,1
defeated,1
defeats,1
defecting,1
defectors,1
defender,1
defenders,1
deferential,1
defiant,1
deficit,1
deficits,1
defied,1
defies,1
defines,1
definition,1
deflects,1
deft,1
defunding,1
defuse,1
defy,1
defying,1
delaying,1
delbert,1
delegation,1
delia,1
delicious,1
delight,1
delights,1
delivery,1
dellums,1
delta,1
delusion,1
demarlon,1
dematha,1
demetracopoulos,1
demme,1
demon,1
demonetization,1
demonization,1
dennis,1
denounce,1
departure,1
dependence,1
depict,1
deploying,1
deposit,1
deposition,1
depraved,1
deprecation,1
depressing,1
depth,1
deputies,1
der,1
derail,1
derailed,1
derek,1
dereliction,1
derelictions,1
derring,1
describe,1
describes,1
desegregate,1
deserved,1
designed,1
desk,1
despair,1
despairing,1
despises,1
despot,1
dessert,1
destroying,1
detail,1
detained,1
detectors,1
deter,1
determined,1
detestable,1
detour,1
detox,1
detroit,1
detrumpify,1
deus,1
develop,1
deviled,1
devolves,1
dhs,1
di,1
diamond,1
diary,1
dice,1
dictate,1
dictators,1
die,1
differently,1
digiday,1
digs,1
dilemma,1
din,1
dinners,1
diplomacy,1
diplomatic,1
dire,1
directed,1
direction,1
directions,1
disagree,1
disagreements,1
disarray,1
disaster,1
disasters,1
disbar,1
discarded,1
discarding,1
discipline,1
disclose,1
disco,1
discover,1
discovered,1
discovers,1
discredited,1
discussed,1
discussing,1
discussion,1
discussions,1
disengagement,1
disgrace,1
disgust,1
disgusted,1
dishonesty,1
dismayed,1
disney,1
disparate,1
disproving,1
disputed,1
disregard,1
disrupt,1
disrupter,1
disruption,1
dissed,1
dissent,1
distance,1
distracting,1
distraction,1
distractions,1
disturbing,1
ditched,1
ditching,1
diversified,1
diversity,1
dividends,1
divine,1
divorce,1
diwali,1
diy,1
dna,1
dni,1
doar,1
doctored,1
document,1
documented,1
dodged,1
dodgers,1
dodges,1
dogged,1
dogs,1
dole,1
dollars,1
donaldson,1
donnell,1
donor,1
doolittle,1
doom,1
doomsayers,1
doonesbury,1
door,1
doors,1
doorstep,1
doren,1
doris,1
dormant,1
dotrice,1
doubles,1
doubling,1
douglas,1
douthat,1
dowd,1
downie,1
downplay,1
downplaying,1
downtown,1
dozen,1
dragging,1
drained,1
draining,1
dramatic,1
dramatically,1
drape,1
drapes,1
draw,1
dreaded,1
dreams,1
dreamy,1
dresden,1
dressed,1
dried,1
drilling,1
drills,1
drivers,1
drown,1
drowned,1
drowning,1
drs,1
drugs,1
dubious,1
dubiously,1
ducking,1
ducks,1
dud,1
due,1
dueling,1
dug,1
dull,1
dummies,1
dump,1
dumping,1
dumps,1
duncan,1
duncanville,1
dust,1
dustin,1
dw,1
dwindle,1
dwindling,1
dysfunction,1
dystopia,1
eaeu,1
eagle,1
eagles,1
eagleton,1
ears,1
earthquake,1
earthworm,1
ease,1
eastern,1
eastward,1
eastwood,1
eavesdropped,1
echo,1
echos,1
echte,1
eclipse,1
economics,1
ecstasy,1
eddie,1
edge,1
edited,1
edith,1
editing,1
edition,1
editorials,1
educated,1
effective,1
effects,1
efficient,1
effigy,1
egos,1
egregious,1
egypt,1
egyptian,1
ehrlichman,1
ehrman,1
eighteen,1
eisen,1
eisenhower,1
elated,1
elect,1
electability,1
elected,1
electricity,1
electronic,1
elegantly,1
element,1
elephants,1
elevate,1
elevated,1
eleven,1
elias,1
eliminates,1
elites,1
ella,1
emailgate,1
emanuel,1
embarrassing,1
embarrassment,1
embassy,1
embattled,1
embraces,1
embracing,1
embroiled,1
emerge,1
emerson,1
emile,1
eminence,1
empathy,1
emphasis,1
emphasizes,1
employees,1
employing,1
empower,1
empresario,1
enable,1
enabled,1
enablers,1
enchanted,1
encouraged,1
encouragement,1
encyclopedic,1
endanger,1
endearment,1
ended,1
endgame,1
endgames,1
endorse,1
endorsement,1
endorsements,1
enduring,1
energizing,1
enforcer,1
enforces,1
engagement,1
engages,1
engineering,1
enhance,1
enjoying,1
enquirer,1
enraged,1
enrico,1
ensnare,1
ensnared,1
ensure,1
entangles,1
entered,1
entertainment,1
entire,1
entirety,1
entitled,1
entreaties,1
entrenched,1
environment,1
environmental,1
environmentalist,1
envy,1
eonstor,1
ep,1
epicenter,1
epidemics,1
episode,1
epitomize,1
epitomized,1
epstein,1
equals,1
equifax,1
equipment,1
equipped,1
erase,1
erasing,1
erdogan,1
erdoƒüan,1
erin,1
erotic,1
eroticism,1
errand,1
erratic,1
error,1
escalation,1
escapades,1
escape,1
escaping,1
escort,1
especially,1
essay,1
essays,1
est,1
estafador,1
estimates,1
estonia,1
estonian,1
etiquette,1
eugenics,1
eulogy,1
eurasian,1
europe,1
evacuate,1
evacuating,1
evaded,1
evan,1
evangelist,1
evanti,1
evasions,1
evelyn,1
event,1
eventually,1
everybody,1
evil,1
evils,1
evokes,1
evolution,1
exact,1
exam,1
examination,1
examine,1
examines,1
exceeds,1
except,1
exception,1
exceptions,1
excerpts,1
exciting,1
exclude,1
exclusive,1
excoriate,1
